Symbol,Name,IndustryCode,Industry
PRFX,PainReform Ltd,56201040,제약
CNSP,CNS Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
LSDI,Lucy Scientific Discovery Inc,56201040,제약
AWIN,AERWINS Technologies Inc,52101010,항공우주 및 방위
OBLG,Oblong Inc,57104010,전자 장비 및 부품
TAOP,Taoping Inc,57106010,컴퓨터 하드웨어
ACON,Aclarion Inc,56202010,생명 공학 및 의학 연구
SLRX,Salarius Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
NAOV,Nanovibronix Inc,56101020,"의료 장비, 물품 및 유통"
ASNS,Actelis Networks Inc,52201020,건설 및 엔지니어링
ASTI,Ascent Solar Technologies Inc,50201010,재생 가능 에너지 장비 및 서비스
SINT,SINTX Technologies Inc,56101020,"의료 장비, 물품 및 유통"
SCNI,Scinai Immunotherapeutics Ltd ADR,56202010,생명 공학 및 의학 연구
CNEY,CN Energy Group Inc,51101010,상품 화학
QLGN,Qualigen Therapeutics Inc,56202010,생명 공학 및 의학 연구
JFBR,Jeffs Brands Ltd,53402010,백화점
LGMK,LogicMark Inc,56101010,첨단 의료 장비 및 기술
DUO,Fangdd Network Group Ltd ADR,60101020,부동산 서비스
AREB,American Rebel Holdings Inc,52101010,항공우주 및 방위
ENSC,Ensysce Biosciences Inc,56202010,생명 공학 및 의학 연구
INM,InMed Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
NUWE,Nuwellis Inc,56101010,첨단 의료 장비 및 기술
TIVC,Tivic Health Systems Inc,56101010,첨단 의료 장비 및 기술
GRI,GRI Bio Inc,56202010,생명 공학 및 의학 연구
NUZE,NuZee Inc,54102020,식품 가공
EAST,Eastside Distilling Inc,54101020,증류주 및 포도주
NBSE,NeuBase Therapeutics Inc,56202010,생명 공학 및 의학 연구
VRAX,Virax Biolabs Group Ltd,56202010,생명 공학 및 의학 연구
BBLG,Bone Biologics Corp,56101020,"의료 장비, 물품 및 유통"
RELI,Reliance Global Group Inc,55301010,복합보험 및 중개인
ATNF,180 Life Sciences Corp,56202010,생명 공학 및 의학 연구
SYTA,Siyata Mobile Inc,57106020,전화 및 소형 장치
BJDX,Bluejay Diagnostics Inc,56202010,생명 공학 및 의학 연구
CSSEP,Chicken Soup for the Soul Entertainment 9 75 Cumulative Redeemable Perpetual,53302030,엔터테인먼트 제작
EDBL,Edible Garden AG Inc,54102010,어업 및 농업
TBLT,Toughbuilt Industries Inc,53204030,"가전제품, 도구 및 가정 용품"
UK,Ucommune International Ltd,60101010,"부동산 임대, 개발 및 운영"
AKAN,Akanda Corp,56102010,의료 시설 및 서비스
BRSH,Bruush Oral Care Inc,53204030,"가전제품, 도구 및 가정 용품"
QNRX,Quoin Pharmaceuticals Ltd ADR,56202010,생명 공학 및 의학 연구
SXTC,China SXT Pharmaceuticals Inc,56201040,제약
ALLR,Allarity Therapeutics Inc,56202010,생명 공학 및 의학 연구
CBRGU,Chain Bridge I Units,55601010,투자 지주 회사
SMFL,Smart for Life Inc,53403090,기타 전문 소매
FRMEP,First Merchants Depository Shares reprs 1 100th 7 50 Non Cum Perp Prf Shs A,55101010,은행
FLJ,FLJ Group Ltd ADR,60101010,"부동산 임대, 개발 및 운영"
BHFAL,Brighthouse Financial Junior Subordinated Debentures Exp 2058,55301010,복합보험 및 중개인
OPINL,Office Properties Income 6 375 Senior Notes due 2050,60102020,상업용 REITs
SPWRV,SunPower Corp,50201010,재생 가능 에너지 장비 및 서비스
MAXNV,Maxeon Solar Technologies Ltd,50201010,재생 가능 에너지 장비 및 서비스
MCACR,Monterey Capital Acquisition Rights,55601010,투자 지주 회사
SPEL,Spinal Elements Holdings Inc,56101020,"의료 장비, 물품 및 유통"
MVNR,Mavenir Private Holdings II Ltd,57201020,소프트웨어
BREZR,Breeze Holdings Acquisition Right,55601010,투자 지주 회사
HROWL,Harrow 8 625 Senior Notes due 2026,56201040,제약
RILYK,B Riley Financial 5.50% Senior Notes Due 2026,55102010,투자 은행 및 중개 서비스
SNCRL,Synchronoss Technologies 8 375 Senior Notes due 2026,57201010,IT 서비스 및 컨설팅
METCL,Ramaco Resources 9 00 Senior Notes due 2026,51201020,철 및 강철
RILYZ,B. Riley Financial 5 25 Senior Notes due 2028,55102010,투자 은행 및 중개 서비스
IMAQR,International Media Acquisition Rights,55601010,투자 지주 회사
WHLRL,Wheeler Real Estate Investment Trust 7 00 Senior Conv Notes Due 2031,60102020,상업용 REITs
CLOER,Clover Leaf Capital Rights,55601010,투자 지주 회사
NOVVR,Nova Vision Acquisition Rights,55601010,투자 지주 회사
WINVR,WinVest Acquisition Right,55601010,투자 지주 회사
PPHPR,PHP Ventures Acquisition Rights,55601010,투자 지주 회사
GREEL,Greenidge Generation Holdings 8 50 Senior Notes due 2026,57301030,블록 체인 및 암호화폐
BNIXR,Bannix Acquisition Right Exp 31st July 2026,55601010,투자 지주 회사
FOSLL,Fossil Group 7 Senior Notes due 2026,53202020,의류 및 액세서리
ATLCL,Atlanticus Holdings 6 125 Senior Notes due 2026,55101030,소비자 대출
MCAGR,Mountain Crest Acquisition V Right,55601010,투자 지주 회사
ARBKL,Argo Blockchain 8 75 Senior Notes due 2026,57301030,블록 체인 및 암호화폐
HHGCR,HHG Capital Rights,55601010,투자 지주 회사
RILYG,B. Riley Financial 5 00 Senior Notes due 2026,55102010,투자 은행 및 중개 서비스
GLLIR,Globalink Investment Rights Exp 6th Dec 2026,55601010,투자 지주 회사
BLEUR,bleuacacia Rights,55601010,투자 지주 회사
FEXDR,Fintech Ecosystem Development Rights,55601010,투자 지주 회사
KACLR,Kairous Acquisition Rights,55601010,투자 지주 회사
IGTAR,Inception Growth Acquisition Rights,55601010,투자 지주 회사
ALSAR,Alpha Star Acquisition Rights,55601010,투자 지주 회사
WTMAR,Welsbach Technology Metals Acquisition 1 10th share Ord Shs Rights,55601010,투자 지주 회사
NVACR,NorthView Acquisition Rights,55601010,투자 지주 회사
AIBBR,AIB Acquisition Right,55601010,투자 지주 회사
BRACR,Broad Capital Acquisition Rights,55601010,투자 지주 회사
CSLMR,CSLM Acquisition Rights Exp 12 January 2027,55601010,투자 지주 회사
BWAQR,Blue World Acquisition Right,55601010,투자 지주 회사
RFACR,RF Acquisition Rights Exp 1st May 2028,55601010,투자 지주 회사
GDSTR,Goldenstone Acquisition Rights Exp 15th July 2026,55601010,투자 지주 회사
ASCBR,A SPAC II Acquisition Rights Exp 15th Oct 2026,55601010,투자 지주 회사
RWODR,Redwoods Acquisition Rights,55601010,투자 지주 회사
MSSAR,Metal Sky Star Acquisition Rights Exp 31 Mar 2027,55601010,투자 지주 회사
CLRCR,ClimateRock Rights Exp 25 Apr 2027,55601010,투자 지주 회사
GBBKR,Global Blockchain Acquisition Rights,55601010,투자 지주 회사
YOTAR,Yotta Acquisition Rights,55601010,투자 지주 회사
FLFVR,Feutune Light Acquisition Rights Exp 1st June 2029,55601010,투자 지주 회사
EMCGR,Embrace Change Acquisition Rights,55601010,투자 지주 회사
AQUNR,Aquaron Acquisition Rights Exp 15th July 2026,55601010,투자 지주 회사
GLSTR,Global Star Acquisition Rights Exp 21st June 2024,55601010,투자 지주 회사
SVIIR,Spring Valley Acquisition II Rights Exp 12th Oct 2027,55601010,투자 지주 회사
TENKR,TenX Keane Acquisition Rights Exp 14th Oct 2027,55601010,투자 지주 회사
QOMOR,Qomolangma Acquisition Rights Exp 29 Sep 2027,55601010,투자 지주 회사
HUDAR,Hudson Acquisition I Rights,55601010,투자 지주 회사
HROWM,Harrow 11 875 Senior Notes due 2027,56201040,제약
PLTNR,Plutonian Acquisition Rights,55601010,투자 지주 회사
ATMCR,AlphaTime Acquisition Rights Exp 1st Mar 2028,55601010,투자 지주 회사
ATMVR,AlphaVest Acquisition Rights Exp 19th Jun 2024,55601010,투자 지주 회사
HSPOR,Horizon Space Acquisition I Rights Exp 2nd Mar 2024,55601010,투자 지주 회사
BLACR,Bellevue Life Sciences Acquisition Rights Exp 9 Feb 2028,55601010,투자 지주 회사
MARXR,Mars Acquisition Rights Exp 9th Feb 2028,55601010,투자 지주 회사
CETUR,Cetus Capital Acquisition Rights Exp 31 Mar 2024,55601010,투자 지주 회사
DISTR,Distoken Acquisition Rights Exp 10 Feb 2028,55601010,투자 지주 회사
TMTCR,TMT Acquisition Rights,55601010,투자 지주 회사
TBMCR,Trailblazer Merger Rights Exp 21 April 2028,55601010,투자 지주 회사
OAKUR,Oak Woods Acquisition Rights Exp 3 March 2028,55601010,투자 지주 회사
GODNR,Golden Star Acquisition Rights Exp 1 May 2028,55601010,투자 지주 회사
ESHAR,ESH Acquisition Rights Exp 13 June 2028,55601010,투자 지주 회사
BUJAR,Bukit Jalil Global Acquisition 1 Right Exp 30 December 2024,55601010,투자 지주 회사
BOWNR,Bowen Acquisition Right Exp 1 June 2028,55601010,투자 지주 회사
SWKHL,SWK Holdings 9 00 Senior Notes due 2027,55101050,기업 금융 서비스
NNAGR,99 Acquisition Group Right Exp 25 August 2028,55601010,투자 지주 회사
GLACR,Global Lights Acquisition Rights Exp 14 November 2024,55601010,투자 지주 회사
ABLLL,Abacus Life 9 87 Fixed Rate Senior Notes due 2028,55301010,복합보험 및 중개인
QETAR,Quetta Acquisition Rights Exp 30th Nov 2024,55601010,투자 지주 회사
BAYAR,Bayview Acquisition Rights,55601010,투자 지주 회사
AITRR,AI Transportation Acquisition Rights,55601010,투자 지주 회사
IBLUU,Blue Room Acquisition Units,55601010,투자 지주 회사
AFJKR,Aimei Health Technology Rights Exp 17 November 2028,55601010,투자 지주 회사
PMNT,Perfect Moment Ltd,53205020,오락용 제품
ATLCZ,Atlanticus Holding 9 25 Senior Notes due 2029,55101030,소비자 대출
IROHR,Iron Horse Acquisitions Rights Exp 27 December 2028,55601010,투자 지주 회사
JVSAR,JV SPAC Acquisition Rights Exp 26th Nov 2026,55601010,투자 지주 회사
DYCQR,DT Cloud Acquisition Rights,55601010,투자 지주 회사
TRSG,Tungray Technologies Inc,52102010,산업용 기계 및 장비
IMO,Imperial Oil Ltd,50102030,"오일, 가스 정제 및 마케팅"
CBOE,Cboe Global Markets Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
PHYS,Sprott Physical Gold Trust,55501030,폐쇄형 펀드
SIM,Grupo Simec SAB de CV ADR,51201020,철 및 강철
PSLV,Sprott Physical Silver Trust USD,55501030,폐쇄형 펀드
CEF,Sprott Physical Gold and Silver Trust USD,55501030,폐쇄형 펀드
BTG,B2Gold Corp,51201060,금
SEB,Seaboard Corp,54102020,식품 가공
UEC,Uranium Energy Corp,50301010,우라늄
GSAT,Globalstar Inc,57401020,무선 통신 서비스
UTG,Reaves Utility Income Closed Fund,55501030,폐쇄형 펀드
PRK,Park National Corp,55101010,은행
EQX,Equinox Gold Corp,51201060,금
DNN,Denison Mines Corp,50301010,우라늄
CLM,Cornerstone Strategic Value Closed Fund,55501030,폐쇄형 펀드
NHC,National Healthcare Corp,56102010,의료 시설 및 서비스
IE,Ivanhoe Electric Inc,51201080,다각적 채굴
ORLA,Orla Mining Ltd,51201060,금
MAG,MAG Silver Corp,51201010,금 제외 귀금속 및 광물
NGD,New Gold Inc,51201060,금
CET,Central Securities Closed Fund,55501030,폐쇄형 펀드
JWSM.U,Jaws Mustang Acquisition Units,55601010,투자 지주 회사
SILV,SilverCrest Metals Inc,51201010,금 제외 귀금속 및 광물
EVV,Eaton Vance Limited Duration Income Closed Fund,55501030,폐쇄형 펀드
NG,NovaGold Resources Inc,51201060,금
UUUU,Energy Fuels Inc,50301010,우라늄
CATX,Perspective Therapeutics Inc,56101020,"의료 장비, 물품 및 유통"
CRF,Cornerstone Total Return Closed Fund,55501030,폐쇄형 펀드
TGB,Taseko Mines Ltd,51201050,특수 채굴 및 금속
EIM,Eaton Vance Municipal Bond Closed Fund,55501030,폐쇄형 펀드
NFGC,New Found Gold Corp,51201060,금
FAX,abrdn Asia Pacific Income Mutual Fund,55501030,폐쇄형 펀드
LEU,Centrus Energy Corp,50301010,우라늄
SVM,Silvercorp Metals Inc,51201010,금 제외 귀금속 및 광물
TMP,Tompkins Financial Corp,55101010,은행
SKYH,Sky Harbour Group Corp,52407010,공항 운영 및 서비스
OBE,Obsidian Energy Ltd,50102020,"오일, 가스 탐사 및 생산"
GGN,GAMCO Global Gold Natural Resources and Income Closed Fund,55501030,폐쇄형 펀드
REPX,Riley Exploration Permian Inc,50102020,"오일, 가스 탐사 및 생산"
ARMN,Aris Mining Corp,51201060,금
SLSR,Solaris Resources Inc,51201080,다각적 채굴
URG,Ur-Energy Inc,50301010,우라늄
NSTB.U,Northern Star Investment Redeemable Units,55601010,투자 지주 회사
PLM,Polymet Mining Corp,51201080,다각적 채굴
NML,Neuberger Berman Energy Infrastructure and Income,55501030,폐쇄형 펀드
CIX,CompX International Inc,52102010,산업용 기계 및 장비
REI,Ring Energy Inc,50102020,"오일, 가스 탐사 및 생산"
GAU,Galiano Gold Inc,51201060,금
EAD,Allspring Income Opportunities Mutual Fund,55501030,폐쇄형 펀드
FLYX,Flyexclusive Inc,52406010,항공사
VKI,Invesco Advantage Municipal Inc Tr II,55501030,폐쇄형 펀드
BHB,Bar Harbor Bankshares,55101010,은행
IAUX,I-80 Gold Corp,51201060,금
NEWP,New Pacific Metals Corp,51201080,다각적 채굴
VCXB.U,10X Capital Venture Acquisition III Units,55601010,투자 지주 회사
VZLA,Vizsla Silver Corp,51201080,다각적 채굴
FEN,First Trust Energy Income & Growth Fund,55501030,폐쇄형 펀드
ATEK.U,Athena Technology Acquisition II Units,55601010,투자 지주 회사
TELL,Tellurian Inc,50102020,"오일, 가스 탐사 및 생산"
JWSM,JAWS Mustang Acquisition Corp,55601010,투자 지주 회사
MTA,Metalla Royalty & Streaming Ltd,51201080,다각적 채굴
EVE.U,Eve Mobility Acquisition Units,55601010,투자 지주 회사
CYBN,Cybin Inc,56202010,생명 공학 및 의학 연구
GROY,Gold Royalty Corp,55102020,투자 관리 및 펀드 운영
BITE.U,Bite Acquisition Units,55601010,투자 지주 회사
EVI,EVI Industries Inc,52102010,산업용 기계 및 장비
AMBI,Ambipar Emergency Response,52203010,환경 서비스 및 장비
LEGT,Legato Merger Corp III,55601010,투자 지주 회사
GTE,Gran Tierra Energy Inc,50102020,"오일, 가스 탐사 및 생산"
FTF,Franklin Limited Duration Income Trust,55501030,폐쇄형 펀드
ERC,Allspring Multi-Sector Income Fund,55501030,폐쇄형 펀드
AEF,abrdn Emerging Markets Equity Income Mutual Fund,55501030,폐쇄형 펀드
AEON,Aeon Biopharma Inc,56202010,생명 공학 및 의학 연구
GENC,Gencor Industries Inc,52102020,중장비 및 차량
LPA,Logistic Properties of The Americas,60101010,"부동산 임대, 개발 및 운영"
WRN,Western Copper and Gold Corp,51201080,다각적 채굴
RLGT,Radiant Logistics Inc,52405010,"배달, 우편, 항공 화물 및 육상 물류"
EVM,Eaton Vance California Municipal Bond Closed Fund,55501030,폐쇄형 펀드
LCTX,Lineage Cell Therapeutics Inc,56202010,생명 공학 및 의학 연구
OZ,Belpointe PREP Units Class A,55102020,투자 관리 및 펀드 운영
SLND,Southland Holdings Inc,52201020,건설 및 엔지니어링
SENS,Senseonics Holdings Inc,56101020,"의료 장비, 물품 및 유통"
DC,Dakota Gold Corp,51201060,금
EMX,EMX Royalty Corp,51201080,다각적 채굴
LEGT.U,Legato Merger Units,55601010,투자 지주 회사
GLO,Clough Global Opportunities Closed Fund,55501030,폐쇄형 펀드
DHY,Credit Suisse High Yield Bond Closed Fund,55501030,폐쇄형 펀드
NHS,Neuberger Berman High Yield Strategies Fund Inc,55501030,폐쇄형 펀드
STXS,Stereotaxis Inc,56101010,첨단 의료 장비 및 기술
NEN,New England Realty Associates LP DRC,60101010,"부동산 임대, 개발 및 운영"
ATNM,Actinium Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
FSP,Franklin Street Properties Corp,60102020,상업용 REITs
ELLO,Ellomay Capital Ltd,59101010,전력 유틸리티
SLI,Standard Lithium Ltd,51201050,특수 채굴 및 금속
CMCL,Caledonia Mining Corporation PLC,51201060,금
NBH,Neuberger Berman Municipal Fund Inc,55501030,폐쇄형 펀드
CTGO,Contango ORE Inc,51201060,금
EPM,Evolution Petroleum Corp,50102020,"오일, 가스 탐사 및 생산"
CMT,Core Molding Technologies Inc,51302010,용기(종이 제외) 및 포장재
EVE,EVe Mobility Acquisition Corp,55601010,투자 지주 회사
ENX,Eaton Vance New York Municipal Bond Closed Fund,55501030,폐쇄형 펀드
ESBA,Empire State Realty Operating Partnership Units Series ES,60102020,상업용 REITs
INFU,InfuSystem Holdings Inc,56101020,"의료 장비, 물품 및 유통"
GLDG,GoldMining Inc,51201060,금
ACU,Acme United Corp,52203060,비즈니스 지원 용품
ADRT.U,Ault Disruptive Technologies Units,55601010,투자 지주 회사
NAK,Northern Dynasty Minerals Ltd,51201080,다각적 채굴
CIK,Credit Suisse Asset Management Income Closed Fund,55501030,폐쇄형 펀드
SACH,Sachem Capital Corp,55101010,은행
VCXB,10X Capital Venture Acquisition Corp III,55601010,투자 지주 회사
EVBN,Evans Bancorp Inc,55101010,은행
PLG,Platinum Group Metals Ltd,51201010,금 제외 귀금속 및 광물
MYND,Mynd.ai Inc ADR,63101010,기타 교육 서비스 제공
NRO,Neuberger Berman Real Estate Securities Income Closed Fund,55501030,폐쇄형 펀드
DMF,BNY Mellon Municipal Income Inc,55501030,폐쇄형 펀드
INTT,inTest Corp,52102030,전기 부품 및 장비
THM,International Tower Hill Mines Ltd,51201060,금
FRD,Friedman Industries Inc,51201020,철 및 강철
TRX,TRX Gold Corp,51201060,금
ZOM,Zomedica Corp,56102010,의료 시설 및 서비스
ATEK,Athena Technology Acquisition Corp II,55601010,투자 지주 회사
EP,Empire Petroleum Corp,50102020,"오일, 가스 탐사 및 생산"
VFL,Abrdn National Municipal Income Mutual Fund,55501030,폐쇄형 펀드
ELMD,Electromed Inc,56101010,첨단 의료 장비 및 기술
GLQ,Clough Global Equity Closed Fund,55501030,폐쇄형 펀드
SPPP,Sprott Physical Platinum and Palladium Trust,55501030,폐쇄형 펀드
IDR,Idaho Strategic Resources Inc,51201080,다각적 채굴
DIT,Amcon Distributing Co,54301020,식품 소매 및 유통
ELA,Envela Corp,53403040,의류 및 액세서리 소매
IAF,abrdn Australia Equity Mutual Fund,55501030,폐쇄형 펀드
XTNT,Xtant Medical Holdings Inc,56101020,"의료 장비, 물품 및 유통"
ECF,Ellsworth Growth and Income Fund Ltd,55501030,폐쇄형 펀드
MHH,Mastech Digital Inc,52203030,고용 서비스
BEEP,Mobile Infrastructure Corp,60101010,"부동산 임대, 개발 및 운영"
CHAA,Catcha Investment Corp,55601010,투자 지주 회사
PCG PR A,Pacific Gas and Electric 6% 1st Pref Shs,59101010,전력 유틸리티
ASM,Avino Silver & Gold Mines Ltd,51201080,다각적 채굴
BLUA,Blueriver Acquisition Corp,55601010,투자 지주 회사
HNW,Pioneer Diversified High Income Fund Inc,55501030,폐쇄형 펀드
ARMP,Armata Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
RYDE,Ryde Group Ltd,57201020,소프트웨어
MRT,Marti Technologies Inc,57201020,소프트웨어
BATL,Battalion Oil Corp,50102020,"오일, 가스 탐사 및 생산"
MPU,Mega Matrix Corp,57201020,소프트웨어
BCV,Bancroft Closed Fund,55501030,폐쇄형 펀드
BITE,Bite Acquisition Corp,55601010,투자 지주 회사
ERH,Allspring Utilities And High Income Mutual Fund,55501030,폐쇄형 펀드
PED,PEDEVCO Corp,50102020,"오일, 가스 탐사 및 생산"
PLX,Protalix Biotherapeutics Inc,56202010,생명 공학 및 의학 연구
BACA,Berenson Acquisition Corp I,55601010,투자 지주 회사
CVM,CEL-SCI Corp,56201040,제약
GLU,Gabelli Global Utility and Income Closed Fund,55501030,폐쇄형 펀드
MYO,Myomo Inc,56101020,"의료 장비, 물품 및 유통"
ITRG,Integra Resources Corp,51201080,다각적 채굴
AE,Adams Resources & Energy Inc,50102030,"오일, 가스 정제 및 마케팅"
FCO,abrdn Global Income Mutual Fund,55501030,폐쇄형 펀드
CEV,Eaton Vance California Municipal Income Closed Fund,55501030,폐쇄형 펀드
AXIL,AXIL Brands Inc,54201020,개인 생활 필수 용품
FURY,Fury Gold Mines Ltd,51201080,다각적 채굴
KULR,KULR Technology Group Inc,52102030,전기 부품 및 장비
APT,Alpha Pro Tech Ltd,56101020,"의료 장비, 물품 및 유통"
ASXC,Asensus Surgical Inc,56101020,"의료 장비, 물품 및 유통"
GLV,Clough Global Dividend and Income Fund,55501030,폐쇄형 펀드
GGN PR B,GAMCO Global Gold Natural Resources and Income 5.00% Cumulative Pref Shs Series,55501030,폐쇄형 펀드
IOR,Income Opportunity Realty Investors Inc,60101010,"부동산 임대, 개발 및 운영"
VGZ,Vista Gold Corp,51201060,금
MPTI,M-Tron Industries Inc,57104010,전자 장비 및 부품
DMYY.U,dMY Squared Technology Group Units Class A,55601010,투자 지주 회사
BHM,Bluerock Homes Trust Inc,60102030,주거용 REITs
SOAR,Volato Group Inc,52406010,항공사
DPSI,DecisionPoint Systems Inc,53403050,컴퓨터 및 전자 제품 소매
USAS,Americas Gold and Silver Corporation,51201080,다각적 채굴
CCEL,Cryo-Cell International Inc,56102010,의료 시설 및 서비스
TMQ,Trilogy Metals Inc,51201080,다각적 채굴
ESP,Espey MFG & Electronics Corp,52102030,전기 부품 및 장비
BRBS,Blue Ridge Bankshares Inc,55101010,은행
STRW,Strawberry Fields Reit Inc,60102040,특수 REITs
XPL,Solitario Resources Corp,51201050,특수 채굴 및 금속
BGI,Birks Group Inc,53202020,의류 및 액세서리
VNRX,VolitionRX Ltd,56202010,생명 공학 및 의학 연구
KNW,Know Labs Inc,56101010,첨단 의료 장비 및 기술
BKTI,BK Technologies Corp,57102010,통신 및 네트워킹
MTNB,Matinas BioPharma Holdings Inc,56202010,생명 공학 및 의학 연구
BDL,Flanigan's Enterprises Inc,53301020,레스토랑 및 바
NTIP,Network-1 Technologies Inc,53302030,엔터테인먼트 제작
INUV,Inuvo Inc,57201020,소프트웨어
SATX,Satixfy Communications Ltd,57102010,통신 및 네트워킹
OGCP,Empire State Realty Operating Partnership Units Series 60,60102020,상업용 REITs
MGLD,Marygold Companies Inc,55102020,투자 관리 및 펀드 운영
ISDR,Issuer Direct Corp,57201010,IT 서비스 및 컨설팅
MLSS,Milestone Scientific Inc,56101010,첨단 의료 장비 및 기술
SACH PR A,Sachem Capital 7 75 Cumulative Redeemable Pref Shs Series A,55101010,은행
DMYY,DMY Squared Technology Group Inc,55601010,투자 지주 회사
INDO,Indonesia Energy Corp Ltd,50102020,"오일, 가스 탐사 및 생산"
GORO,Gold Resource Corp,51201080,다각적 채굴
MAIA,Maia Biotechnology Inc,56202010,생명 공학 및 의학 연구
TOON,Kartoon Studios Inc,53302030,엔터테인먼트 제작
LODE,Comstock Inc,51201080,다각적 채굴
COE,51Talk Online Education Group ADR,63101010,기타 교육 서비스 제공
ADRT,Ault Disruptive Technologies Corp,55601010,투자 지주 회사
GLU PR B,The Gabelli Global Utility Income Cumulative Pref Shs Series B,55501030,폐쇄형 펀드
GRF,Eagle Capital Growth Fund,55501030,폐쇄형 펀드
JOB,GEE Group Inc,52203030,고용 서비스
ZDGE,Zedge Inc,57201020,소프트웨어
CVU,CPI Aerostructures Inc,52101010,항공우주 및 방위
SDPI,Superior Drilling Products Inc,50103020,오일 관련 서비스 및 장비
MMA,Alta Global Group Ltd,53301040,여가 및 오락시설
PCG PR D,Pacific Gas and Electric 5% 1st Redeemable Pref Shs,59101010,전력 유틸리티
IGC,IGC Pharma Inc,56202010,생명 공학 및 의학 연구
RVP,Retractable Technologies Inc,56101020,"의료 장비, 물품 및 유통"
HWM PR,Howmet Aerospace Pref Shs,52101010,항공우주 및 방위
PTN,Palatin Technologies Inc,56202010,생명 공학 및 의학 연구
LGL,LGL Group Inc,52102030,전기 부품 및 장비
SVT,Servotronics Inc,52102030,전기 부품 및 장비
INLX,Intellinetics Inc,57201020,소프트웨어
GNS,Genius Group Ltd,63101010,기타 교육 서비스 제공
BRN,Barnwell Industries Inc,50102020,"오일, 가스 탐사 및 생산"
SER,Serina Therapeutics Inc,56202010,생명 공학 및 의학 연구
MXC,Mexco Energy Corp,50102020,"오일, 가스 탐사 및 생산"
PZG,Paramount Gold Nevada Corp,51201060,금
UAMY,United States Antimony Corp,51201050,특수 채굴 및 금속
BCV PR A,Bancroft 5.375 Cumulative Pref Shs Series A,55501030,폐쇄형 펀드
TRT,Trio-Tech International,57101020,반도체 장비 및 테스트
CKX,CKX Lands Inc,60101010,"부동산 임대, 개발 및 운영"
ECF PR A,Ellsworth Growth and Income 5.25 Cumulative Pref Shs Series A,55501030,폐쇄형 펀드
FSI,Flexible Solutions International Inc,51101030,특수 화학제
WWR,Westwater Resources Inc,51201080,다각적 채굴
CEI,Camber Energy Inc,50102020,"오일, 가스 탐사 및 생산"
PCG PR B,Pacific Gas and Electric 5.5% 1st Pref Shs,59101010,전력 유틸리티
DDC,DDC Enterprise Ltd,54102020,식품 가공
AIM,AIM ImmunoTech Inc,56202010,생명 공학 및 의학 연구
FISK,Empire State Realty Operating Partnership Units Series 250,60102020,상업용 REITs
NRXS,Neuraxis Inc,56101020,"의료 장비, 물품 및 유통"
LSF,Laird Superfood Inc,54102020,식품 가공
AAU,Almaden Minerals Ltd,51201080,다각적 채굴
LPTV,Loop Media Inc,53302020,방송
SIF,SIFCO Industries Inc,51201020,철 및 강철
SYNX,Silynxcom Ltd,57102010,통신 및 네트워킹
AREN,Arena Group Holdings Inc,57201030,온라인 서비스
AMS,American Shared Hospital Services,52203040,경영 지원 서비스
DLA,Delta Apparel Inc,53202020,의류 및 액세서리
HUSA,Houston American Energy Corp,50102020,"오일, 가스 탐사 및 생산"
BMTX,Bm Technologies Inc,57301010,핀테크
WYY,WidePoint Corp,57201010,IT 서비스 및 컨설팅
PCG PR E,Pacific Gas and Electric 5% 1st Redeemable Pref Shs Series A,59101010,전력 유틸리티
AIRI,Air Industries Group,52101010,항공우주 및 방위
AINC,Ashford Inc,55102020,투자 관리 및 펀드 운영
PHGE,Biomx Inc,56202010,생명 공학 및 의학 연구
ATCH,Atlasclear Holdings Inc,57301090,기타 핀테크 인프라
CVR,Chicago Rivet & Machine Co,53101020,"자동차, 트럭 및 오토바이 부품"
IBIO,Ibio Inc,56201040,제약
SBEV,Splash Beverage Group Inc,54101030,무알콜 음료
AUST,Austin Gold Corp,51201060,금
PLAG,Planet Green Holdings Corp,54102020,식품 가공
PCG PR G,Pacific Gas and Electric 4.8% 1st Pref Shs,59101010,전력 유틸리티
UMAC,Unusual Machines Inc,55102020,투자 관리 및 펀드 운영
NNVC,NanoViricides Inc,56202010,생명 공학 및 의학 연구
MI,Nft Ltd,57201030,온라인 서비스
IHT,InnSuites Hospitality Trust,60102040,특수 REITs
DSS,Dss Inc,51302020,종이 포장재
TPET,Trio Petroleum Corp,50103020,오일 관련 서비스 및 장비
COHN,Cohen & Company Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
CTM,Castellum Inc,57201010,IT 서비스 및 컨설팅
MSN,Emerson Radio Corp,53204030,"가전제품, 도구 및 가정 용품"
PAPL,Pineapple Financial Inc,55101030,소비자 대출
OPTT,Ocean Power Technologies Inc,50201010,재생 가능 에너지 장비 및 서비스
RCG,RENN Fund,55102020,투자 관리 및 펀드 운영
SGE,Strong Global Entertainment Inc,57106030,가정용 전자 제품
NCL,Northann Corp,53403020,주택 개조 제품 및 서비스 소매
BLUA.U,Blueriver Acquisition Units,55601010,투자 지주 회사
MWG,Multi Ways Holdings Ltd,52203040,경영 지원 서비스
